Year,Month,Day,Weekday,Hour,T1,T2,T3,T4,Load
2003,6,3,3,7,72,72,80,67,1040221
2003,6,3,3,8,74,73,80,66,1104422
2003,6,3,3,9,77,79,84,70,1207874
2003,6,3,3,10,80,82,86,74,1367915
2003,6,3,3,11,82,84,87,74,1526554
2003,6,3,3,12,83,85,93,72,1619701
2003,6,3,3,13,82,83,89,70,1665561
2003,6,3,3,14,82,85,89,72,1673614
2003,6,3,3,15,79,79,89,70,1601635
2003,6,3,3,16,79,81,91,69,1587515
2003,6,3,3,17,79,81,88,71,1614497
2003,6,3,3,18,79,79,89,71,1639980
2003,6,3,3,19,78,77,88,72,1631113
2003,6,3,3,20,77,76,86,70,1587943
2003,6,3,3,21,76,77,83,71,1552862
2003,6,3,3,22,75,77,83,70,1483434
2003,6,3,3,23,74,75,78,70,1319665
2003,6,3,3,24,74,75,77,70,1136520
2003,6,4,4,1,74,75,79,69,995635
2003,6,4,4,2,73,74,78,69,916513
2003,6,4,4,3,73,73,78,69,875673
2003,6,4,4,4,73,73,78,68,851150
2003,6,4,4,5,73,73,79,67,858188
2003,6,4,4,6,73,73,79,66,929286
2003,6,4,4,7,73,73,79,65,1048567
2003,6,4,4,8,74,74,81,64,1101929
2003,6,4,4,9,76,76,83,69,1143469
2003,6,4,4,10,77,79,83,72,1225966
2003,6,4,4,11,79,81,86,72,1334034
2003,6,4,4,12,80,82,86,72,1401358
2003,6,4,4,13,81,84,87,70,1415616
2003,6,4,4,14,81,84,89,70,1414788
2003,6,4,4,15,80,81,90,70,1444184
2003,6,4,4,16,81,82,91,71,1507366
2003,6,4,4,17,80,81,92,72,1607391
2003,6,4,4,18,80,81,93,72,1696629
2003,6,4,4,19,79,81,91,72,1703160
2003,6,4,4,20,78,79,89,72,1631705
2003,6,4,4,21,77,77,85,72,1583748
2003,6,4,4,22,75,76,80,72,1518805
2003,6,4,4,23,74,75,78,72,1349679
2003,6,4,4,24,73,74,77,71,1152913
2003,6,5,5,1,73,73,76,70,994810
2003,6,5,5,2,73,73,76,70,906438
2003,6,5,5,3,72,73,76,69,849346
2003,6,5,5,4,72,72,76,70,827447
2003,6,5,5,5,72,72,76,69,828262
2003,6,5,5,6,72,72,78,69,893029
2003,6,5,5,7,72,72,78,68,1012628
2003,6,5,5,8,73,73,79,68,1060381
2003,6,5,5,9,75,76,82,71,1109704
2003,6,5,5,10,78,79,84,72,1203931
2003,6,5,5,11,80,81,87,73,1322903
2003,6,5,5,12,81,82,88,75,1431599
2003,6,5,5,13,83,84,90,78,1563644
2003,6,5,5,14,84,84,92,80,1693591
2003,6,5,5,15,83,84,88,79,1809281
2003,6,5,5,16,84,85,89,74,1852226
2003,6,5,5,17,82,84,88,73,1857739
2003,6,5,5,18,81,83,88,73,1843089
2003,6,5,5,19,79,81,87,73,1804216
2003,6,5,5,20,78,79,85,73,1719595
2003,6,5,5,21,77,77,83,73,1654009
2003,6,5,5,22,75,74,79,72,1584475
2003,6,5,5,23,74,74,78,72,1407560
2003,6,5,5,24,74,74,78,72,1212492
2003,6,6,6,1,73,73,77,71,1045886
2003,6,6,6,2,73,73,76,69,945894
2003,6,6,6,3,72,72,78,68,885731
2003,6,6,6,4,72,72,78,68,854978
2003,6,6,6,5,72,72,79,67,849957
2003,6,6,6,6,72,72,79,66,899990
2003,6,6,6,7,72,72,80,66,1001241
2003,6,6,6,8,74,74,81,65,1070057
2003,6,6,6,9,77,78,82,69,1183345
2003,6,6,6,10,81,81,85,72,1344371
2003,6,6,6,11,83,84,88,75,1525145
2003,6,6,6,12,84,86,89,73,1687181
2003,6,6,6,13,85,87,90,72,1811590
2003,6,6,6,14,85,87,90,73,1884338
2003,6,6,6,15,85,87,93,75,1931795
2003,6,6,6,16,84,86,90,75,1936837
2003,6,6,6,17,82,84,90,73,1887671
2003,6,6,6,18,81,81,89,75,1832551
2003,6,6,6,19,80,81,88,73,1764478
2003,6,6,6,20,78,79,86,73,1667224
2003,6,6,6,21,77,77,84,73,1617477
2003,6,6,6,22,76,76,81,73,1544424
2003,6,6,6,23,75,76,80,73,1407213
2003,6,6,6,24,75,75,80,72,1240175
2003,6,7,7,1,75,76,79,72,1086435
2003,6,7,7,2,74,75,78,71,989047
2003,6,7,7,3,74,75,77,71,928797
2003,6,7,7,4,74,74,77,70,888036
2003,6,7,7,5,74,75,77,69,866861
2003,6,7,7,6,74,74,79,68,875524
2003,6,7,7,7,73,74,79,67,914218
2003,6,7,7,8,74,75,81,66,996661
2003,6,7,7,9,77,77,82,71,1156547
2003,6,7,7,10,80,79,86,73,1331350
2003,6,7,7,11,81,82,88,73,1518312
2003,6,7,7,12,83,85,90,73,1669225
2003,6,7,7,13,83,86,90,74,1752618
2003,6,7,7,14,83,86,91,74,1776423
2003,6,7,7,15,83,84,91,74,1767210
2003,6,7,7,16,81,81,91,74,1764807
2003,6,7,7,17,81,80,92,73,1784301
2003,6,7,7,18,80,80,93,73,1785672
2003,6,7,7,19,80,80,91,73,1726410
2003,6,7,7,20,79,80,89,73,1648625
2003,6,7,7,21,78,77,86,73,1591838
2003,6,7,7,22,77,77,83,73,1538437
2003,6,7,7,23,76,77,83,73,1405389
2003,6,7,7,24,76,76,82,73,1250535
2003,6,8,1,1,76,75,82,73,1109686
2003,6,8,1,2,75,75,81,70,1015127
2003,6,8,1,3,75,75,81,69,959642
2003,6,8,1,4,75,75,82,68,922839
2003,6,8,1,5,75,75,79,67,902591
2003,6,8,1,6,74,75,79,66,909896
2003,6,8,1,7,74,75,79,66,943249
2003,6,8,1,8,76,77,81,65,1024820
2003,6,8,1,9,77,78,84,69,1194933
2003,6,8,1,10,80,82,86,72,1373762
2003,6,8,1,11,82,82,89,73,1487412
2003,6,8,1,12,82,82,90,73,1536909
2003,6,8,1,13,82,82,90,75,1575026
2003,6,8,1,14,83,84,91,74,1659952
2003,6,8,1,15,83,84,90,76,1730079
2003,6,8,1,16,83,85,90,77,1805609
2003,6,8,1,17,83,83,91,78,1889598
2003,6,8,1,18,83,84,92,77,1907717
2003,6,8,1,19,82,82,90,78,1883775
2003,6,8,1,20,81,81,88,76,1782114
2003,6,8,1,21,79,79,85,76,1719345
2003,6,8,1,22,78,78,83,75,1646035
2003,6,8,1,23,77,77,82,75,1475381
2003,6,8,1,24,76,76,81,73,1270091
2003,6,9,2,1,76,76,80,73,1109571
2003,6,9,2,2,75,75,79,72,1002608
2003,6,9,2,3,74,75,78,70,939943
2003,6,9,2,4,74,75,79,69,905643
2003,6,9,2,5,74,74,78,68,899996
2003,6,9,2,6,74,74,78,67,953342
2003,6,9,2,7,73,74,78,66,1067984
2003,6,9,2,8,75,75,79,65,1125727
2003,6,9,2,9,78,79,82,70,1218739
2003,6,9,2,10,80,81,85,74,1349425
2003,6,9,2,11,83,83,88,75,1483402
2003,6,9,2,12,83,84,90,77,1614574
2003,6,9,2,13,85,86,90,75,1751223
2003,6,9,2,14,85,87,91,73,1870827
2003,6,9,2,15,85,86,92,75,1963495
2003,6,9,2,16,85,86,91,74,2038442
2003,6,9,2,17,84,86,92,75,2098149
2003,6,9,2,18,84,84,93,76,2126576
2003,6,9,2,19,83,84,91,76,2090201
2003,6,9,2,20,82,82,89,76,1971106
2003,6,9,2,21,79,80,86,72,1852159
2003,6,9,2,22,77,78,81,71,1744115
2003,6,9,2,23,76,77,80,71,1528855
2003,6,9,2,24,75,76,79,69,1293105
2003,6,10,3,1,74,75,78,70,1108806
2003,6,10,3,2,74,75,77,70,997612
2003,6,10,3,3,73,74,76,69,922239
2003,6,10,3,4,73,73,76,68,882020
2003,6,10,3,5,72,74,76,69,870275
2003,6,10,3,6,72,73,77,68,921106
2003,6,10,3,7,72,72,77,67,1028419
2003,6,10,3,8,74,75,79,66,1086981
2003,6,10,3,9,77,79,82,71,1174790
2003,6,10,3,10,80,82,84,75,1330853
2003,6,10,3,11,83,84,86,79,1505996
2003,6,10,3,12,85,85,88,82,1715258
2003,6,10,3,13,86,86,89,82,1893241
2003,6,10,3,14,87,88,91,84,2018464
2003,6,10,3,15,88,88,93,82,2111513
2003,6,10,3,16,88,89,92,85,2101209
2003,6,10,3,17,88,88,92,84,2119536
2003,6,10,3,18,86,86,92,81,2102951
2003,6,10,3,19,85,85,90,81,2114558
2003,6,10,3,20,83,83,89,79,2016629
2003,6,10,3,21,80,80,85,75,1908934
2003,6,10,3,22,79,79,83,75,1819888
2003,6,10,3,23,77,78,81,73,1597114
2003,6,10,3,24,76,77,80,73,1356009
2003,6,11,4,1,76,76,80,72,1171254
2003,6,11,4,2,75,75,79,72,1054639
2003,6,11,4,3,74,74,79,71,979907
2003,6,11,4,4,74,74,78,71,934000
2003,6,11,4,5,73,73,78,70,918682
2003,6,11,4,6,73,73,78,69,965737
2003,6,11,4,7,72,73,78,68,1063737
2003,6,11,4,8,75,76,81,67,1123750
2003,6,11,4,9,79,79,83,72,1230382
2003,6,11,4,10,82,83,86,76,1404804
2003,6,11,4,11,84,86,88,80,1619367
2003,6,11,4,12,86,87,89,83,1824392
2003,6,11,4,13,87,88,90,85,2005609
2003,6,11,4,14,88,89,92,85,2129959
2003,6,11,4,15,89,89,93,84,2170881
2003,6,11,4,16,89,90,93,86,2118820
2003,6,11,4,17,85,86,92,76,2077096
2003,6,11,4,18,84,86,93,75,2055794
2003,6,11,4,19,82,83,91,75,2076415
2003,6,11,4,20,81,82,89,75,1962510
2003,6,11,4,21,79,80,86,74,1869585
2003,6,11,4,22,78,79,82,73,1784224
2003,6,11,4,23,76,76,82,72,1572442
2003,6,11,4,24,75,76,79,72,1340206
2003,6,12,5,1,75,76,79,71,1155402
2003,6,12,5,2,75,75,78,72,1043954
2003,6,12,5,3,74,75,77,71,974693
2003,6,12,5,4,73,73,78,69,931436
2003,6,12,5,5,74,73,79,71,921499
2003,6,12,5,6,73,73,80,70,969581
2003,6,12,5,7,73,73,80,69,1072071
2003,6,12,5,8,75,75,82,68,1136782
2003,6,12,5,9,79,79,84,73,1247080
2003,6,12,5,10,82,83,86,77,1417594
2003,6,12,5,11,84,85,87,81,1618455
2003,6,12,5,12,86,86,89,78,1811618
2003,6,12,5,13,87,88,90,73,1968817
2003,6,12,5,14,88,88,91,81,2066964
2003,6,12,5,15,87,87,91,83,2080825
2003,6,12,5,16,85,86,92,77,2036140
2003,6,12,5,17,84,85,93,73,1947642
2003,6,12,5,18,82,82,94,73,1862645
2003,6,12,5,19,80,79,92,73,1790750
2003,6,12,5,20,79,81,90,72,1690595
2003,6,12,5,21,77,76,87,72,1624384
2003,6,12,5,22,76,76,82,72,1559325
2003,6,12,5,23,75,75,82,72,1392992
2003,6,12,5,24,74,74,82,71,1202959
2003,6,13,6,1,74,74,77,71,1045627
2003,6,13,6,2,74,74,82,71,952335
2003,6,13,6,3,73,73,82,70,892182
2003,6,13,6,4,73,72,82,70,857610
2003,6,13,6,5,72,72,81,69,853191
2003,6,13,6,6,72,72,81,69,905636
2003,6,13,6,7,72,72,81,68,1010428
2003,6,13,6,8,75,75,82,67,1085681
2003,6,13,6,9,79,79,84,72,1204463
2003,6,13,6,10,82,82,86,76,1378602
2003,6,13,6,11,84,84,88,80,1571763
2003,6,13,6,12,85,86,89,78,1748060
2003,6,13,6,13,86,87,91,80,1879674
2003,6,13,6,14,86,88,92,73,1982752
2003,6,13,6,15,87,89,92,73,2037037
2003,6,13,6,16,86,89,92,72,2063697
2003,6,13,6,17,85,88,93,71,2046293
2003,6,13,6,18,83,85,94,72,2019427
2003,6,13,6,19,82,83,92,73,1943635
2003,6,13,6,20,80,81,90,73,1827108
2003,6,13,6,21,79,79,87,73,1737226
2003,6,13,6,22,78,78,83,73,1656912
2003,6,13,6,23,77,77,82,71,1497152
2003,6,13,6,24,76,75,82,72,1310851
2003,6,14,7,1,75,75,82,70,1149022
2003,6,14,7,2,74,75,81,70,1032971
2003,6,14,7,3,74,74,81,70,960722
2003,6,14,7,4,73,73,81,70,910241
2003,6,14,7,5,73,73,80,69,889431
2003,6,14,7,6,73,72,81,69,897012
2003,6,14,7,7,72,72,79,66,934639
2003,6,14,7,8,75,76,82,69,1033578
2003,6,14,7,9,79,80,86,73,1237097
2003,6,14,7,10,82,83,86,77,1463453
2003,6,14,7,11,84,85,87,80,1679553
2003,6,14,7,12,86,86,88,83,1861497
2003,6,14,7,13,87,88,90,85,2016258
2003,6,14,7,14,88,88,91,81,2130609
2003,6,14,7,15,88,90,91,80,2171557
2003,6,14,7,16,87,89,91,73,2209108
2003,6,14,7,17,87,89,92,75,2215506
2003,6,14,7,18,86,87,93,75,2177342
2003,6,14,7,19,84,84,91,75,2097786
2003,6,14,7,20,82,82,90,75,1996228
2003,6,14,7,21,80,80,87,75,1869648
2003,6,14,7,22,79,79,84,74,1780375
2003,6,14,7,23,78,78,82,74,1601957
2003,6,14,7,24,77,77,81,73,1398315
2003,6,15,1,1,76,76,81,72,1233037
2003,6,15,1,2,75,76,80,72,1111892
2003,6,15,1,3,75,74,80,72,1034437
2003,6,15,1,4,74,74,79,71,978550
2003,6,15,1,5,74,74,79,70,947193
2003,6,15,1,6,73,73,79,69,940301
2003,6,15,1,7,73,73,79,68,963423
2003,6,15,1,8,76,77,81,70,1065408
2003,6,15,1,9,79,81,83,74,1293130
2003,6,15,1,10,82,83,85,78,1537685
2003,6,15,1,11,85,85,88,81,1748620
2003,6,15,1,12,86,86,90,84,1923300
2003,6,15,1,13,88,88,91,84,2079137
2003,6,15,1,14,88,89,92,83,2194389
2003,6,15,1,15,88,90,93,80,2231634
2003,6,15,1,16,87,88,93,76,2267966
2003,6,15,1,17,87,89,93,75,2272834
2003,6,15,1,18,86,86,93,80,2218345
2003,6,15,1,19,84,84,92,75,2086774
2003,6,15,1,20,82,82,90,75,1975626
2003,6,15,1,21,81,81,87,76,1869514
2003,6,15,1,22,80,80,83,76,1779157
2003,6,15,1,23,78,79,82,75,1588549
2003,6,15,1,24,77,78,81,72,1378638
2003,6,16,2,1,77,77,81,74,1203423
2003,6,16,2,2,77,77,81,73,1096169
2003,6,16,2,3,76,77,80,71,1029465
2003,6,16,2,4,76,76,80,71,994442
2003,6,16,2,5,75,76,79,71,982549
2003,6,16,2,6,74,75,79,70,1030922
2003,6,16,2,7,74,75,79,70,1132953
2003,6,16,2,8,76,77,82,69,1188473
2003,6,16,2,9,79,79,83,73,1265756
2003,6,16,2,10,81,82,86,77,1391738
2003,6,16,2,11,83,84,88,80,1551531
2003,6,16,2,12,85,86,89,82,1738252
2003,6,16,2,13,87,87,91,84,1896260
2003,6,16,2,14,87,88,90,81,1991426
2003,6,16,2,15,86,88,91,77,2008477
2003,6,16,2,16,85,87,92,72,1994213
2003,6,16,2,17,83,84,91,73,1909512
2003,6,16,2,18,81,81,92,73,1800492
2003,6,16,2,19,79,79,90,72,1745492
2003,6,16,2,20,78,77,89,72,1663356
2003,6,16,2,21,78,77,86,72,1601540
2003,6,16,2,22,76,76,81,71,1541858
2003,6,16,2,23,76,76,81,71,1380343
2003,6,16,2,24,75,76,79,72,1201326
2003,6,17,3,1,75,76,79,73,1054426
2003,6,17,3,2,75,75,79,72,972095
2003,6,17,3,3,74,75,77,70,922416
2003,6,17,3,4,74,74,78,69,898020
2003,6,17,3,5,74,74,77,70,899134
2003,6,17,3,6,73,74,79,70,957066
2003,6,17,3,7,73,74,79,70,1069310
2003,6,17,3,8,75,75,81,69,1116140
2003,6,17,3,9,78,79,83,73,1202668
2003,6,17,3,10,80,81,86,76,1325863
2003,6,17,3,11,82,82,86,79,1489928
2003,6,17,3,12,84,85,88,81,1664212
2003,6,17,3,13,86,86,90,82,1824968
2003,6,17,3,14,85,87,90,74,1949656
2003,6,17,3,15,85,86,92,76,2014829
2003,6,17,3,16,85,86,92,76,2043297
2003,6,17,3,17,85,86,92,74,2053851
2003,6,17,3,18,84,85,93,73,2027681
2003,6,17,3,19,82,83,91,74,1969376
2003,6,17,3,20,81,81,90,74,1868415
2003,6,17,3,21,79,80,87,73,1786270
2003,6,17,3,22,78,79,83,73,1708111
2003,6,17,3,23,77,77,81,73,1524266
2003,6,17,3,24,76,77,80,73,1312727
2003,6,18,4,1,76,76,80,73,1150364
2003,6,18,4,2,76,76,81,72,1046732
2003,6,18,4,3,75,75,81,72,992202
2003,6,18,4,4,75,75,82,72,954119
2003,6,18,4,5,75,75,81,71,947291
2003,6,18,4,6,75,75,81,71,1000555
2003,6,18,4,7,74,74,81,70,1106700
2003,6,18,4,8,76,76,82,69,1169244
2003,6,18,4,9,78,79,86,74,1250086
2003,6,18,4,10,80,81,86,76,1386803
2003,6,18,4,11,82,83,89,73,1549795
2003,6,18,4,12,83,84,91,73,1671059
2003,6,18,4,13,83,84,91,74,1754275
2003,6,18,4,14,82,83,92,74,1744547
2003,6,18,4,15,81,80,91,73,1633769
2003,6,18,4,16,79,77,92,73,1545435
2003,6,18,4,17,78,77,93,74,1525543
2003,6,18,4,18,77,77,94,73,1536958
2003,6,18,4,19,77,76,92,74,1537736
2003,6,18,4,20,77,77,90,73,1502455
2003,6,18,4,21,76,76,87,73,1480538
2003,6,18,4,22,75,75,82,73,1455138
2003,6,18,4,23,75,75,79,73,1329283
2003,6,18,4,24,75,75,78,73,1170997
2003,6,19,5,1,75,75,81,72,1039271
2003,6,19,5,2,74,75,78,72,965356
2003,6,19,5,3,74,75,79,72,925800
2003,6,19,5,4,74,75,80,72,901632
2003,6,19,5,5,74,75,80,71,904435
2003,6,19,5,6,74,75,81,69,968790
2003,6,19,5,7,74,75,80,69,1091827
2003,6,19,5,8,75,76,81,68,1145117
2003,6,19,5,9,77,77,83,71,1198624
2003,6,19,5,10,79,79,85,73,1280316
2003,6,19,5,11,80,82,87,72,1362326
2003,6,19,5,12,81,83,88,73,1433747
2003,6,19,5,13,81,82,89,72,1481569
2003,6,19,5,14,82,82,90,73,1494860
2003,6,19,5,15,81,81,90,74,1507650
2003,6,19,5,16,81,81,89,75,1515043
2003,6,19,5,17,80,80,87,73,1540232
2003,6,19,5,18,79,80,88,75,1564180
2003,6,19,5,19,79,79,87,75,1567951
2003,6,19,5,20,78,78,85,74,1537771
2003,6,19,5,21,77,77,83,74,1524224
2003,6,19,5,22,77,76,81,74,1502576
2003,6,19,5,23,76,76,81,73,1364008
2003,6,19,5,24,75,76,80,73,1193491
2003,6,20,6,1,75,75,78,73,1051317
2003,6,20,6,2,75,75,79,73,969513
2003,6,20,6,3,75,75,81,72,915595
2003,6,20,6,4,75,75,81,71,895070
2003,6,20,6,5,75,75,81,70,896612
2003,6,20,6,6,74,75,80,69,954103
2003,6,20,6,7,74,75,78,69,1067233
2003,6,20,6,8,75,75,79,68,1124972
2003,6,20,6,9,76,76,81,71,1169721
2003,6,20,6,10,76,76,83,72,1241944
2003,6,20,6,11,77,76,87,72,1297442
2003,6,20,6,12,77,76,87,72,1315944
2003,6,20,6,13,77,76,89,72,1304854
2003,6,20,6,14,76,75,89,71,1278747
2003,6,20,6,15,76,75,86,72,1270476
2003,6,20,6,16,76,76,87,72,1287365
2003,6,20,6,17,77,77,88,72,1320374
2003,6,20,6,18,76,76,86,72,1345110
2003,6,20,6,19,75,75,85,71,1336257
2003,6,20,6,20,75,75,84,70,1290482
2003,6,20,6,21,74,75,84,70,1280718
2003,6,20,6,22,73,74,77,70,1277583
2003,6,20,6,23,73,74,77,70,1190392
2003,6,20,6,24,73,73,76,70,1069239
2003,6,21,7,1,73,73,80,71,957599
2003,6,21,7,2,73,73,78,70,881104
2003,6,21,7,3,73,73,78,70,838173
2003,6,21,7,4,73,73,78,71,818310
2003,6,21,7,5,73,73,79,71,814732
2003,6,21,7,6,73,73,80,71,836852
2003,6,21,7,7,73,73,80,71,889073
2003,6,21,7,8,74,74,81,67,972907
2003,6,21,7,9,76,76,82,68,1120838
2003,6,21,7,10,79,79,83,75,1302990
2003,6,21,7,11,80,81,86,70,1457184
2003,6,21,7,12,81,83,85,71,1605461
2003,6,21,7,13,82,83,88,71,1715491
2003,6,21,7,14,82,84,88,72,1777419
2003,6,21,7,15,82,84,89,72,1786926
2003,6,21,7,16,81,82,89,72,1801867
2003,6,21,7,17,80,82,89,72,1821078
2003,6,21,7,18,80,81,88,73,1822421
2003,6,21,7,19,79,79,87,73,1774161
2003,6,21,7,20,78,79,85,73,1686927
2003,6,21,7,21,76,77,83,73,1617399
2003,6,21,7,22,76,76,80,73,1559673
2003,6,21,7,23,75,75,80,72,1424177
2003,6,21,7,24,75,75,80,70,1260382
2003,6,22,1,1,75,75,79,70,1118221
2003,6,22,1,2,74,75,79,69,1015612
2003,6,22,1,3,74,75,79,68,950813
2003,6,22,1,4,74,74,79,68,907042
2003,6,22,1,5,73,74,79,68,884200
2003,6,22,1,6,73,74,79,67,889919
2003,6,22,1,7,73,73,79,68,926622
2003,6,22,1,8,74,75,81,67,999009
2003,6,22,1,9,76,77,81,70,1147487
2003,6,22,1,10,78,79,83,72,1295254
2003,6,22,1,11,78,80,85,72,1385901
2003,6,22,1,12,78,79,87,73,1454479
2003,6,22,1,13,79,79,87,74,1532815
2003,6,22,1,14,79,77,88,73,1602959
2003,6,22,1,15,79,78,88,73,1651088
2003,6,22,1,16,79,78,88,74,1687238
2003,6,22,1,17,79,79,88,73,1697886
2003,6,22,1,18,79,78,89,73,1718945
2003,6,22,1,19,79,78,88,73,1688097
2003,6,22,1,20,77,77,86,73,1616641
2003,6,22,1,21,76,76,84,73,1562714
2003,6,22,1,22,75,75,79,73,1515994
2003,6,22,1,23,74,75,77,72,1363734
2003,6,22,1,24,74,74,77,71,1181139
2003,6,23,2,1,74,74,79,71,1022219
2003,6,23,2,2,73,74,76,70,930507
2003,6,23,2,3,73,73,76,68,872881
2003,6,23,2,4,73,73,76,68,843571
2003,6,23,2,5,72,73,76,67,841872
2003,6,23,2,6,72,73,76,67,902543
2003,6,23,2,7,72,73,76,66,1016201
2003,6,23,2,8,73,73,77,68,1073524
2003,6,23,2,9,75,75,79,71,1148611
2003,6,23,2,10,78,78,82,73,1265379
2003,6,23,2,11,79,81,83,74,1414950
2003,6,23,2,12,81,82,85,75,1576842
2003,6,23,2,13,82,84,86,74,1728377
2003,6,23,2,14,83,84,86,76,1843685
2003,6,23,2,15,84,84,90,78,1908378
2003,6,23,2,16,84,84,88,80,1948747
2003,6,23,2,17,83,84,88,75,1963200
2003,6,23,2,18,83,84,89,75,1967944
2003,6,23,2,19,82,82,88,77,1942407
2003,6,23,2,20,81,81,86,77,1840730
2003,6,23,2,21,78,79,84,75,1753001
2003,6,23,2,22,77,77,80,74,1684668
2003,6,23,2,23,75,76,79,73,1482924
2003,6,23,2,24,74,76,79,71,1257549
2003,6,24,3,1,74,75,78,68,1074305
2003,6,24,3,2,73,73,78,66,960763
2003,6,24,3,3,72,72,77,64,891472
2003,6,24,3,4,71,71,77,64,850078
2003,6,24,3,5,70,70,75,65,839735
2003,6,24,3,6,69,69,75,64,887983
2003,6,24,3,7,69,69,76,61,987214
2003,6,24,3,8,72,72,77,66,1042804
2003,6,24,3,9,76,76,82,72,1125114
2003,6,24,3,10,80,81,83,76,1267442
2003,6,24,3,11,82,82,85,79,1445104
2003,6,24,3,12,84,84,87,81,1618715
2003,6,24,3,13,85,85,88,82,1776163
2003,6,24,3,14,86,86,89,82,1905670
2003,6,24,3,15,86,86,91,79,2007954
2003,6,24,3,16,86,87,91,74,2089369
2003,6,24,3,17,85,86,90,74,2149341
2003,6,24,3,18,85,86,90,74,2172411
2003,6,24,3,19,84,84,89,76,2131636
2003,6,24,3,20,81,82,87,76,2002131
2003,6,24,3,21,79,79,84,75,1869318
2003,6,24,3,22,77,78,83,74,1778683
2003,6,24,3,23,76,76,82,72,1554795
2003,6,24,3,24,74,74,79,71,1313630
2003,6,25,4,1,73,73,78,70,1124704
2003,6,25,4,2,72,72,77,68,1003122
2003,6,25,4,3,71,72,77,66,919708
2003,6,25,4,4,71,71,77,67,875185
2003,6,25,4,5,70,70,76,66,855121
2003,6,25,4,6,70,70,75,65,897962
2003,6,25,4,7,69,70,75,61,994544
2003,6,25,4,8,72,73,77,68,1046505
2003,6,25,4,9,76,77,81,72,1136239
2003,6,25,4,10,80,80,84,76,1282966
2003,6,25,4,11,82,82,85,80,1462279
2003,6,25,4,12,84,84,86,82,1636819
2003,6,25,4,13,85,85,87,82,1794520
2003,6,25,4,14,86,86,89,82,1916386
2003,6,25,4,15,87,87,90,84,2005817
2003,6,25,4,16,87,88,91,84,2077141
2003,6,25,4,17,87,88,91,84,2127935
2003,6,25,4,18,86,86,92,83,2140313
2003,6,25,4,19,85,84,91,82,2088564
2003,6,25,4,20,83,83,89,80,1959618
2003,6,25,4,21,80,80,87,76,1835705
2003,6,25,4,22,78,79,83,73,1749670
2003,6,25,4,23,76,76,81,73,1538264
2003,6,25,4,24,75,75,79,70,1300136
2003,6,26,5,1,74,73,79,70,1103448
2003,6,26,5,2,73,72,79,68,983911
2003,6,26,5,3,71,71,75,67,907452
2003,6,26,5,4,70,71,74,65,858026
2003,6,26,5,5,70,71,74,65,844866
2003,6,26,5,6,69,71,75,64,889414
2003,6,26,5,7,69,71,77,61,985440
2003,6,26,5,8,72,73,79,64,1034148
2003,6,26,5,9,76,77,82,69,1136880
2003,6,26,5,10,80,81,84,73,1294644
2003,6,26,5,11,82,83,86,77,1476721
2003,6,26,5,12,84,84,88,81,1663296
2003,6,26,5,13,85,86,88,83,1829491
2003,6,26,5,14,86,87,89,85,1959832
2003,6,26,5,15,87,88,90,85,2057959
2003,6,26,5,16,87,88,91,84,2127884
2003,6,26,5,17,87,87,90,84,2179435
2003,6,26,5,18,86,86,91,83,2174035
2003,6,26,5,19,85,85,89,82,2136329
2003,6,26,5,20,83,83,89,80,2033604
2003,6,26,5,21,80,80,85,76,1905376
2003,6,26,5,22,78,79,83,72,1815581
2003,6,26,5,23,77,78,81,71,1607167
2003,6,26,5,24,75,76,80,72,1362570
2003,6,27,6,1,75,75,79,71,1167380
2003,6,27,6,2,74,74,79,70,1050440
2003,6,27,6,3,73,73,79,70,970058
2003,6,27,6,4,72,73,79,69,921943
2003,6,27,6,5,72,71,79,68,895237
2003,6,27,6,6,71,70,79,67,929397
2003,6,27,6,7,71,71,79,68,1019716
2003,6,27,6,8,74,74,79,67,1079609
2003,6,27,6,9,78,79,83,71,1189909
2003,6,27,6,10,81,82,85,76,1363841
2003,6,27,6,11,83,84,86,79,1569469
2003,6,27,6,12,85,86,88,83,1767220
2003,6,27,6,13,86,87,88,84,1922569
2003,6,27,6,14,86,87,89,81,2030620
2003,6,27,6,15,87,89,91,77,2096940
2003,6,27,6,16,86,88,92,77,2125161
2003,6,27,6,17,86,88,92,78,2119543
2003,6,27,6,18,86,87,93,80,2105341
2003,6,27,6,19,84,84,92,78,2030992
2003,6,27,6,20,82,82,90,75,1902569
2003,6,27,6,21,80,80,88,75,1800330
2003,6,27,6,22,78,78,84,73,1722037
2003,6,27,6,23,77,77,82,73,1558067
2003,6,27,6,24,75,76,81,71,1373276
2003,6,28,7,1,75,76,79,70,1198150
2003,6,28,7,2,75,75,80,72,1083016
2003,6,28,7,3,74,75,79,70,1000212
2003,6,28,7,4,74,74,78,70,950895
2003,6,28,7,5,73,74,78,69,923025
2003,6,28,7,6,73,73,79,69,929598
2003,6,28,7,7,72,73,77,66,967563
2003,6,28,7,8,74,75,79,67,1049419
2003,6,28,7,9,77,77,81,71,1218973
2003,6,28,7,10,80,81,84,73,1403618
2003,6,28,7,11,81,82,85,73,1568452
2003,6,28,7,12,82,83,86,74,1695942
2003,6,28,7,13,83,83,87,76,1808134
2003,6,28,7,14,82,83,88,73,1872575
2003,6,28,7,15,83,84,90,73,1840518
2003,6,28,7,16,82,84,90,73,1761610
2003,6,28,7,17,81,83,90,72,1696212
2003,6,28,7,18,80,82,91,73,1645107
