"date","wp1","wp2","wp3","wp4","wp5","wp6","wp7","usage"
2010043003,0,0.968,0.939,0,0.258,0.368,0.202,"Training"
2010043004,0.015,0.884,0.949,0.006,0.217,0.276,0.227,"Training"
2010043005,0.055,0.878,0.731,0.072,0.167,0.25,0.303,"Training"
2010043006,0.01,0.958,0.662,0.143,0.157,0.316,0.379,"Training"
2010043007,0.01,0.968,0.583,0.325,0.121,0.342,0.53,"Training"
2010043008,0.025,0.968,0.8,0.468,0.106,0.474,0.707,"Training"
2010043009,0.19,0.968,0.949,0.556,0.056,0.632,0.758,"Training"
2010043010,0.296,0.942,0.949,0.595,0.03,0.566,0.581,"Training"
2010043011,0.306,0.905,0.949,0.584,0,0.526,0.505,"Training"
2010043012,0.296,0.889,0.949,0.518,0,0.434,0.379,"Training"
2010043013,0.195,0.857,0.949,0.397,0.01,0.303,0.303,"Training"
2010043014,0.15,0.762,0.939,0.402,0.015,0.513,0.404,"Training"
2010043015,0.13,0.762,0.909,0.468,0.005,0.737,0.581,"Training"
2010043016,0.09,0.64,0.751,0.375,0,0.684,0.606,"Training"
2010043017,0.055,0.571,0.702,0.237,0,0.539,0.606,"Training"
2010043018,0.08,0.831,0.741,0.132,0,0.342,0.404,"Training"
2010043019,0.12,0.772,0.86,0.116,0,0.132,0.101,"Training"
2010043020,0.17,0.735,0.929,0.11,0,0.145,0.152,"Training"
2010043021,0.286,0.847,0.879,0.066,0,0.211,0.202,"Training"
2010043022,0.311,0.868,0.741,0.237,0,0.553,0.429,"Training"
2010043023,0.491,0.852,0.504,0.567,0,0.697,0.707,"Training"
2010050100,0.391,0.847,0.583,0.204,0,0.539,0.581,"Training"
2010050101,0.135,0.852,0.791,0.242,0.015,0.289,0.455,"Training"
2010050102,0.17,0.894,0.899,0.369,0.03,0.316,0.556,"Training"
2010050103,0.236,0.952,0.919,0.496,0.091,0.711,0.808,"Training"
2010050104,0.391,0.926,0.899,0.424,0.147,0.829,0.758,"Training"
2010050105,0.346,0.873,0.899,0.402,0.131,0.684,0.556,"Training"
2010050106,0.356,0.905,0.909,0.325,0.157,0.553,0.505,"Training"
2010050107,0.331,0.767,0.81,0.198,0.192,0.526,0.455,"Training"
2010050108,0.251,0.831,0.731,0.253,0.228,0.395,0.354,"Training"
2010050109,0.286,0.862,0.741,0.375,0.111,0.382,0.455,"Training"
2010050110,0.391,0.767,0.751,0.573,0.066,0.553,0.631,"Training"
2010050111,0.496,0.545,0.771,0.485,0.051,0.658,0.707,"Training"
2010050112,0.476,0.439,0.939,0.43,0.01,0.776,0.732,"Training"
2010050113,0.431,0.243,0.534,0.386,0.005,0.803,0.758,"Training"
2010050114,0.356,0.106,0.217,0.689,0.086,0.908,0.859,"Training"
2010050115,0.682,0.058,0.672,0.755,0.162,0.461,0.379,"Training"
2010050116,0.195,0.09,0.929,0.435,0.152,0.697,0.631,"Training"
2010050117,0.135,0.153,0.83,0.402,0.076,0.895,0.934,"Training"
2010050118,0.581,0.328,0.296,0.964,0.066,0.947,0.884,"Training"
2010050119,0.807,0.508,0.316,0.959,0.091,0.947,0.884,"Training"
2010050120,0.682,0.698,0.356,0.904,0.42,0.882,0.657,"Training"
2010050121,0.546,0.635,0.415,0.821,0.01,0.724,0.556,"Training"
2010050122,0.612,0.55,0.257,0.793,0,0.645,0.556,"Training"
2010050123,0.381,0.444,0.484,0.612,0.025,0.618,0.354,"Training"
2010050200,0.175,0.418,0.593,0.463,0.04,0.421,0.278,"Training"
2010050201,0.446,0.312,0.899,0.292,0.025,0.342,0.429,"Training"
2010050202,0.526,0.354,0.82,0.275,0.121,0.579,0.732,"Training"
2010050203,0.531,0.354,0.949,0.501,0.217,0.592,0.606,"Training"
2010050204,0.281,0.386,0.978,0.364,0.238,0.342,0.429,"Training"
2010050205,0.321,0.407,0.929,0.523,0.319,0.632,0.657,"Training"
2010050206,0.391,0.344,0.899,0.446,0.617,0.618,0.53,"Training"
2010050207,0.341,0.249,0.573,0.331,0.415,0.434,0.404,"Training"
2010050208,0.251,0.138,0.879,0.176,0.344,0.303,0.354,"Training"
2010050209,0.195,0.101,0.919,0.055,0.283,0.118,0.253,"Training"
2010050210,0.115,0.074,0.87,0.099,0.233,0.079,0.101,"Training"
2010050211,0.065,0.058,0.899,0.033,0.111,0.053,0.076,"Training"
2010050212,0.04,0.164,0.939,0.083,0.091,0.158,0.253,"Training"
2010050213,0.15,0.19,0.83,0.165,0.061,0.645,0.758,"Training"
2010050214,0.286,0.233,0.86,0.061,0.04,0.474,0.581,"Training"
2010050215,0.341,0.201,0.919,0.006,0.086,0.289,0.303,"Training"
2010050216,0.576,0.291,0.632,0.121,0.116,0.355,0.404,"Training"
2010050217,0.637,0.354,0.435,0.077,0.071,0.053,0.404,"Training"
2010050218,0.632,0.312,0.632,0,0.172,0,0.631,"Training"
2010050219,0.737,0.222,0.781,0.022,0.066,0.553,0.682,"Training"
2010050220,0.837,0.122,0.919,0.402,0.172,0.789,0.556,"Training"
2010050221,0.747,0.138,0.939,0.821,0.197,0.855,0.707,"Training"
2010050222,0.667,0.143,0.968,0.738,0.147,0.763,0.657,"Training"
2010050223,0.526,0.122,0.978,0.534,0.116,0.724,0.707,"Training"
2010050300,0.622,0.095,0.978,0.281,0.116,0.25,0.429,"Training"
2010050301,0.541,0.122,0.968,0.055,0.369,0.066,0.177,"Training"
2010050302,0.386,0.175,0.968,0,0.379,0.013,0,"Training"
2010050303,0.486,0.18,0.968,0,0.243,0.013,0,"Training"
2010050304,0.546,0.185,0.968,0,0.253,0.013,0,"Training"
2010050305,0.642,0.143,0.968,0,0.238,0,0,"Training"
2010050306,0.316,0.169,0.968,0,0.202,0,0,"Training"
2010050307,0.18,0.222,0.682,0,0.44,0.013,0,"Training"
2010050308,0.201,0.212,0.395,0,0.748,0.026,0.025,"Training"
2010050309,0.155,0.19,0.217,0.011,0.92,0.039,0,"Training"
2010050310,0.145,0.233,0.089,0,0.956,0,0,"Training"
2010050311,0.035,0.228,0.178,0,0.834,0,0,"Training"
2010050312,0.145,0.058,0.257,0.143,0.844,0.039,0,"Training"
2010050313,0.1,0.021,0.168,0.132,0.541,0.053,0.025,"Training"
2010050314,0.1,0,0.079,0.094,0.207,0.066,0.025,"Training"
2010050315,0.246,0.042,0.079,0.198,0.157,0.118,0.025,"Training"
2010050316,0.306,0.032,0.217,0.259,0.44,0.118,0.051,"Training"
2010050317,0.431,0.085,0.247,0.231,0.44,0.105,0.076,"Training"
2010050318,0.356,0.111,0.455,0.182,0.298,0.224,0.227,"Training"
2010050319,0.381,0.169,0.771,0.248,0.157,0.289,0.253,"Training"
2010050320,0.451,0.185,0.781,0.397,0.248,0.224,0.177,"Training"
2010050321,0.471,0.169,0.741,0.59,0.859,0.303,0.177,"Training"
2010050322,0.491,0.095,0.652,0.584,0.95,0.25,0.126,"Training"
2010050323,0.476,0.032,0.455,0.353,0.935,0.158,0.126,"Training"
2010050400,0.261,0.005,0.385,0.204,0.885,0.184,0.152,"Training"
2010050401,0.16,0.011,0.366,0.226,0.895,0.25,0.177,"Training"
2010050402,0.221,0.011,0.741,0.309,0.885,0.224,0.379,"Training"
2010050403,0.351,0,0.711,0.369,0.662,0.829,0.682,"Training"
2010050404,0.501,0,0.958,0.226,0.475,0.368,0.177,"Training"
2010050405,0.456,0,0.879,0,0.319,0.079,0.278,"Training"
2010050406,0.11,0,0.524,0,0.273,0.171,0.303,"Training"
2010050407,0.125,0,0.514,0,0.334,0.092,0.101,"Training"
2010050408,0.13,0.042,0.425,0,0.319,0.039,0.025,"Training"
2010050409,0.16,0,0.366,0,0.101,0.053,0.025,"Training"
2010050410,0.175,0,0.316,0,0.116,0.066,0.051,"Training"
2010050411,0.211,0,0.296,0.011,0.268,0.118,0.177,"Training"
2010050412,0.14,0,0.257,0.033,0.379,0.145,0.278,"Training"
2010050413,0.09,0,0.138,0.105,0.116,0.171,0.202,"Training"
2010050414,0.221,0.032,0.079,0.275,0.035,0.224,0.177,"Training"
2010050415,0.622,0.011,0.148,0.237,0.035,0.224,0.126,"Training"
2010050416,0.847,0.026,0.188,0.193,0.101,0.263,0.076,"Training"
2010050417,0.872,0.069,0.484,0.237,0.217,0.171,0.051,"Training"
2010050418,0.757,0.079,0.702,0.044,0.359,0.053,0.051,"Training"
2010050419,0.752,0.079,0.741,0.033,0.794,0.039,0,"Training"
2010050420,0.692,0.085,0.731,0.011,0.895,0.039,0,"Training"
2010050421,0.607,0.058,0.8,0.083,0.9,0.053,0,"Training"
2010050422,0.491,0.011,0.751,0.033,0.865,0.039,0,"Training"
2010050423,0.326,0,0.652,0,0.799,0,0,"Training"
2010050500,0.135,0,0.524,0,0.93,0,0,"Training"
2010050501,0.02,0,0.435,0,0.723,0.013,0,"Training"
2010050502,0,0.048,0.514,0,0.217,0.066,0.025,"Training"
2010050503,0,0.228,0.741,0.006,0.258,0.118,0.051,"Training"
2010050504,0,0.413,0.909,0.088,0.222,0.145,0.152,"Training"
2010050505,0.03,0.646,0.909,0.281,0.152,0.132,0.227,"Training"
2010050506,0.12,0.852,0.909,0.259,0.137,0.158,0.303,"Training"
2010050507,0.145,0.905,0.929,0.369,0.081,0.079,0.53,"Training"
2010050508,0.095,0.926,0.929,0.105,0.01,0.237,0.833,"Training"
2010050509,0.025,0.857,0.949,0.408,0,0.434,0.859,"Training"
2010050510,0.15,0.593,0.968,0.601,0.025,0.474,0.833,"Training"
2010050511,0.396,0.376,0.958,0.595,0.056,0.487,0.808,"Training"
2010050512,0.391,0.46,0.889,0.727,0.126,0.75,0.884,"Training"
2010050513,0.471,0.122,0.8,0.788,0.066,0.842,0.934,"Training"
2010050514,0.842,0.164,0.929,0.882,0.131,0.842,0.934,"Training"
2010050515,0.847,0.19,0.958,0.799,0.263,0.855,0.934,"Training"
2010050516,0.877,0.079,0.968,0.7,0.445,0.816,0.884,"Training"
2010050517,0.907,0.079,0.949,0.264,0.521,0.632,0.909,"Training"
2010050518,0.917,0.085,0.879,0.044,0.319,0.118,0.682,"Training"
2010050519,0.917,0.048,0.672,0.165,0.45,0.132,0.253,"Training"
2010050520,0.842,0.042,0.524,0.055,0.607,0.039,0.101,"Training"
2010050521,0.236,0.418,0.909,0.039,0.344,0.013,0.051,"Training"
2010050522,0.271,0.587,0.642,0.055,0.182,0.013,0,"Training"
2010050523,0.145,0.508,0.346,0.16,0.111,0.039,0,"Training"
2010050600,0.14,0.307,0.593,0.259,0.056,0.092,0,"Training"
2010050601,0.11,0.339,0.099,0.303,0.485,0.105,0.025,"Training"
2010050602,0.105,0.233,0.03,0.413,0.44,0.224,0.126,"Training"
2010050603,0.105,0.127,0.079,0.523,0.89,0.434,0.278,"Training"
2010050604,0.135,0.111,0.198,0.567,0.753,0.618,0.404,"Training"
2010050605,0.211,0.196,0.326,0.369,0.329,0.447,0.429,"Training"
2010050606,0.256,0.307,0.484,0.072,0.263,0.25,0.505,"Training"
2010050607,0.216,0.317,0.632,0.011,0.248,0.105,0.429,"Training"
2010050608,0.246,0.28,0.672,0.006,0.354,0.066,0.177,"Training"
2010050609,0.211,0.397,0.899,0.055,0.738,0.039,0.126,"Training"
2010050610,0.336,0.45,0.83,0.083,0.556,0.25,0.177,"Training"
2010050611,0.266,0.757,0.751,0.353,0.384,0.408,0.631,"Training"
2010050612,0.411,0.815,0.583,0.253,0.435,0.237,0.455,"Training"
2010050613,0.591,0.783,0.445,0.22,0.733,0.158,0.126,"Training"
2010050614,0.566,0.73,0.583,0.419,0.672,0.276,0.227,"Training"
2010050615,0.797,0.72,0.494,0.793,0.612,0.539,0.581,"Training"
2010050616,0.857,0.693,0.445,0.711,0.622,0.592,0.758,"Training"
2010050617,0.872,0.757,0.375,0.76,0.758,0.605,0.657,"Training"
2010050618,0.912,0.672,0.287,0.876,0.804,0.697,0.657,"Training"
2010050619,0.897,0.577,0.237,0.771,0.92,0.671,0.732,"Training"
2010050620,0.802,0.661,0.198,0.683,0.94,0.461,0.682,"Training"
2010050621,0.757,0.757,0.247,0.689,0.91,0.355,0.404,"Training"
2010050622,0.702,0.63,0.198,0.402,0.925,0.171,0.177,"Training"
2010050623,0.441,0.487,0.109,0.171,0.849,0.066,0.051,"Training"
2010050700,0.251,0.312,0.069,0.039,0.541,0.026,0,"Training"
2010050701,0.216,0.254,0.04,0,0.44,0.013,0,"Training"
2010050702,0.075,0.418,0.128,0,0.45,0.013,0,"Training"
2010050703,0.075,0.402,0.227,0,0.521,0.013,0.025,"Training"
2010050704,0.035,0.333,0.217,0,0.576,0.013,0.051,"Training"
2010050705,0.06,0.228,0.316,0,0.359,0.013,0.051,"Training"
2010050706,0.045,0.122,0.306,0,0.222,0.013,0,"Training"
2010050707,0.04,0.09,0.237,0,0.167,0,0,"Training"
2010050708,0.05,0.143,0.287,0,0.076,0,0,"Training"
2010050709,0.005,0.249,0.375,0,0.051,0,0,"Training"
2010050710,0,0.265,0.316,0,0.046,0,0,"Training"
2010050711,0,0.175,0.237,0,0.051,0,0,"Training"
2010050712,0,0.016,0.306,0,0.01,0,0,"Training"
2010050713,0,0.021,0.721,0,0,0,0,"Training"
2010050714,0,0.026,0.514,0,0,0,0,"Training"
2010050715,0,0.101,0.642,0,0,0,0,"Training"
2010050716,0,0.063,0.524,0,0.03,0.026,0.025,"Training"
2010050717,0.05,0.042,0.761,0.105,0.071,0.105,0.177,"Training"
2010050718,0.15,0.111,0.899,0,0.056,0.039,0.025,"Training"
2010050719,0.065,0.175,0.968,0.033,0.101,0.158,0.253,"Training"
2010050720,0.19,0.212,0.968,0.039,0.035,0.197,0.227,"Training"
2010050721,0.145,0.169,0.978,0.028,0,0.132,0.278,"Training"
2010050722,0.331,0.148,0.978,0.402,0.005,0.566,0.758,"Training"
2010050723,0.722,0.127,0.978,0.584,0.005,0.75,0.682,"Training"
2010050800,0.737,0.037,0.939,0.744,0.01,0.829,0.859,"Training"
2010050801,0.902,0.021,0.84,0.81,0.268,0.895,0.884,"Training"
2010050802,0.927,0,0.425,0.848,0.592,0.921,0.884,"Training"
2010050803,0.912,0.005,0.366,0.837,0.743,0.908,0.833,"Training"
2010050804,0.757,0.011,0.336,0.755,0.384,0.895,0.909,"Training"
2010050805,0.727,0.079,0.089,0.617,0.723,0.513,0.808,"Training"
2010050806,0.707,0.259,0.02,0.347,0.859,0.421,0.783,"Training"
2010050807,0.541,0.36,0.109,0.342,0.748,0.316,0.404,"Training"
2010050808,0.386,0.344,0.85,0.287,0.576,0.118,0.253,"Training"
2010050809,0.291,0.376,0.949,0.325,0.571,0.289,0.606,"Training"
2010050810,0.201,0.354,0.929,0.744,0.657,0.842,0.732,"Training"
2010050811,0.546,0.503,0.899,0.942,0.445,0.776,0.783,"Training"
2010050812,0.802,0.556,0.949,0.964,0.182,0.842,0.631,"Training"
2010050813,0.902,0.556,0.958,0.964,0.03,0.921,0.884,"Training"
2010050814,0.907,0.519,0.968,0.953,0.834,0.934,0.934,"Training"
2010050815,0.877,0.376,0.958,0.948,0.966,0.947,0.96,"Training"
2010050816,0.902,0.323,0.978,0.534,0.925,0.882,0.934,"Training"
2010050817,0.642,0.36,0.968,0.479,0.91,0.961,0.934,"Training"
2010050818,0.486,0.556,0.978,0.336,0.88,0.947,0.934,"Training"
2010050819,0.431,0.667,0.978,0.479,0.935,0.934,0.96,"Training"
2010050820,0.602,0.757,0.978,0.837,0.961,0.934,0.96,"Training"
2010050821,0.702,0.841,0.968,0.942,0.966,0.947,0.96,"Training"
2010050822,0.717,0.778,0.939,0.942,0.966,0.934,0.934,"Training"
2010050823,0.717,0.772,0.899,0.898,0.945,0.934,0.934,"Training"
2010050900,0.647,0.73,0.692,0.854,0.865,0.895,0.909,"Training"
2010050901,0.486,0.571,0.385,0.843,0.885,0.816,0.859,"Training"
2010050902,0.331,0.497,0.237,0.722,0.925,0.908,0.884,"Training"
2010050903,0.411,0.413,0.316,0.54,0.895,0.934,0.934,"Training"
2010050904,0.346,0.312,0.642,0.59,0.92,0.882,0.934,"Training"
2010050905,0.471,0.249,0.642,0.59,0.9,0.895,0.884,"Training"
2010050906,0.401,0.296,0.751,0.65,0.885,0.855,0.909,"Training"
2010050907,0.376,0.249,0.692,0.656,0.844,0.763,0.707,"Training"
2010050908,0.391,0.249,0.623,0.606,0.768,0.75,0.808,"Training"
2010050909,0.416,0.333,0.662,0.435,0.809,0.579,0.808,"Training"
2010050910,0.421,0.376,0.711,0.452,0.657,0.605,0.682,"Training"
2010050911,0.321,0.328,0.593,0.446,0.581,0.618,0.53,"Training"
2010050912,0.421,0.397,0.524,0.485,0.556,0.592,0.404,"Training"
2010050913,0.376,0.545,0.652,0.65,0.622,0.632,0.556,"Training"
2010050914,0.426,0.529,0.593,0.705,0.46,0.724,0.707,"Training"
2010050915,0.416,0.571,0.553,0.617,0.41,0.618,0.758,"Training"
2010050916,0.366,0.608,0.474,0.683,0.354,0.737,0.808,"Training"
2010050917,0.346,0.651,0.415,0.766,0.354,0.763,0.758,"Training"
2010050918,0.506,0.608,0.346,0.788,0.354,0.776,0.758,"Training"
2010050919,0.491,0.534,0.316,0.815,0.445,0.737,0.631,"Training"
2010050920,0.541,0.598,0.336,0.837,0.506,0.618,0.48,"Training"
2010050921,0.541,0.651,0.277,0.799,0.541,0.592,0.429,"Training"
2010050922,0.531,0.603,0.198,0.755,0.602,0.395,0.379,"Training"
2010050923,0.491,0.455,0.109,0.661,0.359,0.197,0.303,"Training"
2010051000,0.326,0.254,0.049,0.628,0.051,0.118,0.126,"Training"
2010051001,0.18,0.185,0.03,0.446,0,0.118,0.025,"Training"
2010051002,0.1,0.116,0.04,0.43,0,0.118,0.025,"Training"
2010051003,0.15,0.069,0.01,0.408,0.005,0.092,0.025,"Training"
2010051004,0.18,0.058,0.208,0.375,0.086,0.132,0,"Training"
2010051005,0.155,0.074,0.168,0.292,0.187,0.132,0.051,"Training"
2010051006,0.135,0.09,0.079,0.116,0.44,0.105,0.253,"Training"
2010051007,0.185,0.085,0.04,0.072,0.389,0.263,0.48,"Training"
2010051008,0.18,0.122,0.01,0.099,0.288,0.276,0.354,"Training"
2010051009,0.14,0.095,0,0.066,0.182,0.171,0.202,"Training"
2010051010,0.12,0.085,0,0.022,0.106,0.132,0.126,"Training"
2010051011,0.12,0.053,0,0.028,0.086,0.118,0.076,"Training"
2010051012,0.06,0.021,0.089,0.028,0.03,0.105,0.025,"Training"
2010051013,0.04,0,0.04,0,0.015,0.066,0,"Training"
2010051014,0.055,0,0.03,0,0.02,0.039,0,"Training"
2010051015,0.15,0,0.01,0,0.086,0.026,0,"Training"
2010051016,0.14,0.005,0.02,0,0.121,0.026,0.025,"Training"
2010051017,0.09,0.005,0.049,0.011,0.116,0.053,0.025,"Training"
2010051018,0.08,0.005,0.099,0.028,0.137,0.053,0.051,"Training"
2010051019,0.07,0.021,0.089,0.028,0.157,0.039,0.051,"Training"
2010051020,0.04,0.016,0.079,0.072,0.475,0.079,0.101,"Training"
2010051021,0.025,0.021,0.059,0.127,0.319,0.105,0.076,"Training"
2010051022,0.01,0.011,0.059,0.088,0.258,0.066,0.051,"Training"
2010051023,0.01,0,0.059,0.011,0.157,0.039,0.025,"Training"
2010051100,0.005,0,0.079,0,0.02,0.026,0,"Training"
2010051101,0.045,0,0.109,0,0.071,0.026,0,"Training"
2010051102,0.09,0.111,0.128,0,0.192,0.066,0.051,"Training"
2010051103,0.07,0.217,0.198,0.006,0.116,0.132,0.152,"Training"
2010051104,0.065,0.217,0.336,0.044,0.076,0.158,0.202,"Training"
2010051105,0.12,0.265,0.445,0.099,0.116,0.211,0.303,"Training"
2010051106,0.125,0.376,0.702,0.215,0.131,0.368,0.53,"Training"
2010051107,0.095,0.434,0.889,0.298,0.131,0.474,0.556,"Training"
2010051108,0.08,0.487,0.85,0.474,0.091,0.513,0.556,"Training"
2010051109,0.1,0.476,0.909,0.661,0.025,0.645,0.581,"Training"
2010051110,0.226,0.487,0.968,0.645,0.035,0.434,0.354,"Training"
2010051111,0.381,0.529,0.978,0.623,0.081,0.368,0.455,"Training"
2010051112,0.311,0.429,0.958,0.512,0.101,0.171,0.505,"Training"
2010051113,0.231,0.365,0.87,0.303,0.056,0.276,0.707,"Training"
2010051114,0.311,0.513,0.968,0.397,0.035,0.526,0.859,"Training"
2010051115,0.476,0.698,0.978,0.694,0.015,0.711,0.833,"Training"
2010051116,0.632,0.772,0.978,0.843,0.015,0.842,0.833,"Training"
2010051117,0.762,0.772,0.978,0.871,0,0.803,0.783,"Training"
2010051118,0.742,0.799,0.968,0.837,0,0.816,0.833,"Training"
2010051119,0.381,0.825,0.968,0.843,0,0.868,0.859,"Training"
2010051120,0.441,0.799,0.978,0.871,0,0.882,0.859,"Training"
2010051121,0.416,0.741,0.978,0.887,0,0.895,0.859,"Training"
2010051122,0.536,0.587,0.978,0.904,0,0.895,0.884,"Training"
2010051123,0.862,0.466,0.968,0.832,0,0.829,0.884,"Training"
2010051200,0.727,0.286,0.978,0.804,0,0.776,0.884,"Training"
2010051201,0.817,0.185,0.968,0.678,0.02,0.816,0.884,"Training"
2010051202,0.877,0.143,0.84,0.612,0.051,0.697,0.884,"Training"
2010051203,0.862,0.095,0.395,0.804,0.081,0.737,0.884,"Training"
2010051204,0.817,0.016,0.148,0.837,0.106,0.711,0.783,"Training"
2010051205,0.732,0.011,0.099,0.656,0.071,0.579,0.556,"Training"
2010051206,0.692,0.127,0.03,0.424,0.056,0.316,0.278,"Training"
2010051207,0.677,0.243,0.01,0.314,0.03,0.303,0.303,"Training"
2010051208,0.662,0.228,0.04,0.264,0.01,0.25,0.227,"Training"
2010051209,0.672,0.164,0.03,0.231,0.076,0.171,0.076,"Training"
2010051210,0.456,0.233,0.02,0.237,0.131,0.145,0.025,"Training"
2010051211,0.451,0.333,0.03,0.215,0.147,0.158,0.025,"Training"
2010051212,0.586,0.386,0.01,0.088,0.147,0.066,0,"Training"
2010051213,0.426,0.381,0.01,0.116,0.142,0.105,0.025,"Training"
2010051214,0.546,0.376,0.01,0.292,0.086,0.224,0.152,"Training"
2010051215,0.617,0.466,0.03,0.424,0.066,0.329,0.354,"Training"
2010051216,0.556,0.333,0.059,0.468,0.071,0.5,0.455,"Training"
2010051217,0.607,0.222,0.03,0.358,0.046,0.342,0.455,"Training"
2010051218,0.667,0.132,0.079,0.43,0.086,0.303,0.354,"Training"
2010051219,0.566,0.048,0.109,0.375,0.142,0.211,0.177,"Training"
2010051220,0.346,0.037,0.158,0.22,0.162,0.118,0.025,"Training"
2010051221,0.261,0.016,0.128,0.154,0.182,0.066,0.051,"Training"
2010051222,0.201,0,0.059,0.127,0.106,0.053,0.051,"Training"
2010051223,0.175,0,0.128,0.132,0.137,0.053,0.051,"Training"
2010051300,0.135,0.021,0.168,0.121,0.116,0.039,0.025,"Training"
2010051301,0.03,0.053,0.089,0.182,0.076,0.026,0.025,"Training"
2010051302,0,0.037,0.049,0.16,0.086,0,0,"Training"
2010051303,0,0.106,0.04,0.066,0.066,0,0,"Training"
2010051304,0,0.164,0.04,0.033,0.101,0,0,"Training"
2010051305,0,0.175,0.069,0.11,0.131,0.026,0,"Training"
2010051306,0.005,0.28,0.188,0.171,0.091,0.105,0,"Training"
2010051307,0.045,0.381,0.138,0.121,0.162,0.066,0.025,"Training"
2010051308,0.075,0.55,0.227,0.088,0.046,0.118,0.177,"Training"
2010051309,0.125,0.698,0.741,0.237,0.051,0.211,0.227,"Training"
2010051310,0.281,0.725,0.791,0.325,0.096,0.237,0.354,"Training"
2010051311,0.441,0.709,0.514,0.545,0.147,0.408,0.581,"Training"
2010051312,0.396,0.767,0.889,0.452,0.081,0.263,0.328,"Training"
2010051313,0.381,0.672,0.919,0.386,0.025,0.342,0.707,"Training"
2010051314,0.441,0.497,0.573,0.496,0.01,0.5,0.682,"Training"
2010051315,0.737,0.746,0.82,0.424,0,0.461,0.53,"Training"
2010051316,0.511,0.852,0.949,0.562,0.01,0.658,0.783,"Training"
2010051317,0.561,0.899,0.978,0.788,0.015,0.882,0.758,"Training"
2010051318,0.511,0.937,0.978,0.837,0.01,0.908,0.808,"Training"
2010051319,0.571,0.947,0.978,0.964,0.005,0.934,0.884,"Training"
2010051320,0.842,0.937,0.978,0.837,0,0.868,0.884,"Training"
2010051321,0.892,0.958,0.978,0.766,0,0.658,0.909,"Training"
2010051322,0.837,0.931,0.761,0.832,0,0.671,0.909,"Training"
2010051323,0.842,0.947,0.138,0.628,0.025,0.329,0.859,"Training"
2010051400,0.591,0.937,0.119,0.358,0.131,0.079,0.076,"Training"
2010051401,0.431,0.958,0.336,0.347,0.192,0.132,0,"Training"
2010051402,0.336,0.974,0.296,0.292,0.536,0.105,0.126,"Training"
2010051403,0.175,0.963,0.375,0.231,0.763,0.158,0.202,"Training"
2010051404,0.105,0.963,0.138,0.209,0.415,0.171,0.126,"Training"
2010051405,0.08,0.894,0.01,0.237,0.253,0.132,0.051,"Training"
2010051406,0.055,0.852,0,0.16,0.268,0.211,0.101,"Training"
2010051407,0.17,0.772,0.03,0.209,0.177,0.237,0.202,"Training"
2010051408,0.155,0.455,0.593,0.215,0.121,0.211,0.177,"Training"
2010051409,0.16,0.434,0.682,0.259,0.051,0.539,0.581,"Training"
2010051410,0.251,0.286,0.366,0.661,0,0.776,0.758,"Training"
2010051411,0.356,0.254,0.356,0.837,0.03,0.842,0.808,"Training"
2010051412,0.496,0.37,0.534,0.86,0.035,0.803,0.808,"Training"
2010051413,0.586,0.413,0.593,0.782,0.071,0.645,0.581,"Training"
2010051414,0.667,0.344,0.455,0.678,0.081,0.539,0.429,"Training"
2010051415,0.687,0.265,0.287,0.727,0.061,0.421,0.278,"Training"
2010051416,0.677,0.206,0.553,0.672,0.137,0.368,0.278,"Training"
2010051417,0.767,0.132,0.8,0.65,0.177,0.316,0.328,"Training"
2010051418,0.807,0.201,0.86,0.711,0.273,0.368,0.278,"Training"
2010051419,0.827,0.18,0.87,0.782,0.329,0.368,0.152,"Training"
2010051420,0.827,0.233,0.83,0.749,0.48,0.355,0.227,"Training"
2010051421,0.872,0.238,0.909,0.733,0.465,0.526,0.48,"Training"
2010051422,0.877,0.513,0.889,0.815,0.652,0.579,0.707,"Training"
2010051423,0.817,0.688,0.85,0.799,0.728,0.868,0.833,"Training"
2010051500,0.892,0.725,0.682,0.446,0.541,0.671,0.783,"Training"
2010051501,0.647,0.836,0.455,0.441,0.753,0.276,0.429,"Training"
2010051502,0.441,0.73,0.395,0.209,0.561,0.132,0.227,"Training"
2010051503,0.221,0.619,0.682,0.22,0.147,0.25,0.202,"Training"
2010051504,0.241,0.614,0.385,0.028,0.253,0.079,0.202,"Training"
2010051505,0.281,0.323,0.583,0.033,0.531,0.026,0.025,"Training"
2010051506,0.286,0.212,0.721,0.066,0.602,0.026,0,"Training"
2010051507,0.416,0.09,0.8,0.16,0.627,0.053,0,"Training"
2010051508,0.566,0.011,0.771,0.331,0.698,0.092,0,"Training"
2010051509,0.566,0.005,0.623,0.358,0.49,0.132,0,"Training"
2010051510,0.627,0.011,0.395,0.375,0.369,0.171,0.051,"Training"
2010051511,0.647,0.005,0.227,0.32,0.324,0.224,0.227,"Training"
2010051512,0.682,0,0.119,0.264,0.384,0.092,0.152,"Training"
2010051513,0.471,0,0.04,0.242,0.303,0.079,0.101,"Training"
2010051514,0.341,0,0.069,0.275,0.157,0.132,0.025,"Training"
2010051515,0.261,0,0.059,0.22,0.162,0.118,0.025,"Training"
2010051516,0.321,0.005,0.119,0.044,0.263,0.158,0.101,"Training"
2010051517,0.421,0.037,0.138,0.088,0.374,0.118,0.101,"Training"
2010051518,0.361,0.079,0.119,0.105,0.384,0.066,0.076,"Training"
2010051519,0.336,0.122,0.138,0.11,0.485,0.039,0,"Training"
